"CRUISEID","YR","SOURCE","VESSEL","CRUISE_NO","STARTCRU","ENDCRU","TITLE","NOTE","INGEST_SOURCE","INGEST_PROGRAM_VER"
"574","2003","MS","17","32","3/7/2003","6/7/2003","Summer SEAMAP Groundfish Survey","0",,
"575","2003","LA","35","31","8/7/2003","11/7/2003","Summer SEAMAP Groundfish Survey","0",,
"576","2003","US","55","37","24/7/2003","28/7/2003","Summer SEAMAP Groundfish Survey","0",,
"577","2003","US","63","33","29/8/2003","28/9/2003","Fall SEAMAP Plankton Survey","0",,
"578","2003","AL","23","32","9/9/2003","9/9/2003","Fall SEAMAP Plankton Survey","0",,
"579","2003","LA","35","32","29/9/2003","1/10/2003","Fall SEAMAP Groundfish Survey","0",,
"580","2003","MS","17","33","9/10/2003","14/10/2003","Fall SEAMAP Groundfish Survey","0",,
"581","2003","US","04","256","11/10/2003","18/11/2003","Fall SEAMAP Groundfish Survey","0",,
"582","2003","AL","23","33","21/10/2003","11/11/2003","Fall SEAMAP Groundfish Survey","0",,
"583","2003","TX","31","33","3/11/2003","25/11/2003","Fall SEAMAP Groundfish Survey","0",,
"584","2003","TX","32","33","4/11/2003","20/11/2003","Fall SEAMAP Groundfish Survey","0",,
"585","2003","TX","40","33","4/11/2003","20/11/2003","Fall SEAMAP Groundfish Survey","0",,
"586","2003","TX","67","33","5/11/2003","20/11/2003","Fall SEAMAP Groundfish Survey","0",,
"587","2003","TX","69","33","10/11/2003","19/11/2003","Fall SEAMAP Groundfish Survey","0",,
"588","2003","LA","35","33","16/12/2003","19/12/2003","Winter SEAMAP Trawl Survey","0",,
"589","2004","MS","17","41","14/1/2004","15/1/2004","Winter SEAMAP Plankton Survey","0",,
"590","2004","US","63","42","15/4/2004","10/6/2004","Spring SEAMAP Plankton Survey","0",,
"591","2004","US","04","258","13/5/2004","30/5/2004","Spring SEAMAP Plankton Survey","0",,
"592","2004","TX","31","42","2/6/2004","16/6/2004","Summer SEAMAP Groundfish Survey","0",,
"593","2004","TX","69","42","2/6/2004","29/6/2004","Summer SEAMAP Groundfish Survey","0",,
"594","2004","AL","23","41","3/6/2004","3/6/2004","Summer SEAMAP Groundfish Survey","0",,
"595","2004","TX","32","42","4/6/2004","16/6/2004","Summer SEAMAP Groundfish Survey","0",,
"596","2004","TX","40","42","4/6/2004","21/6/2004","Summer SEAMAP Groundfish Survey","0",,
"597","2004","US","04","259","9/6/2004","16/7/2004","Summer SEAMAP Groundfish Survey","0",,
"598","2004","MS","17","43","11/6/2004","12/7/2004","Summer SEAMAP Groundfish Survey","0",,
"599","2004","TX","67","42","14/6/2004","21/6/2004","Summer SEAMAP Groundfish Survey","0",,
"600","2004","LA","35","41","12/7/2004","15/7/2004","Summer SEAMAP Groundfish Survey","0",,
"601","2004","US","63","44","3/9/2004","29/9/2004","Fall SEAMAP Plankton Survey","0",,
"602","2004","LA","17","44","25/9/2004","25/9/2004","Fall SEAMAP Plankton Survey","0",,
"603","2004","US","04","261","15/10/2004","18/11/2004","Fall SEAMAP Groundfish Survey","0",,
"604","2004","MS","17","45","16/10/2004","19/10/2004","Fall SEAMAP Groundfish Survey","0",,
"605","2004","LA","35","42","18/10/2004","21/10/2004","Fall SEAMAP Groundfish Survey","0",,
"606","2004","AL","23","42","21/10/2004","21/10/2004","Fall SEAMAP Groundfish Survey","0",,
"607","2004","TX","69","43","3/11/2004","29/11/2004","Fall SEAMAP Groundfish Survey","0",,
"608","2004","TX","32","43","4/11/2004","22/11/2004","Fall SEAMAP Groundfish Survey","0",,
"609","2004","TX","67","43","4/11/2004","18/11/2004","Fall SEAMAP Groundfish Survey","0",,
"610","2004","TX","40","43","7/11/2004","12/12/2004","Fall SEAMAP Groundfish Survey","0",,
"611","2004","TX","31","43","10/11/2004","26/11/2004","Fall SEAMAP Groundfish Survey","0",,
"612","2004","LA","35","43","6/12/2004","9/12/2004","Winter SEAMAP Trawl Survey","0",,
"613","2005","MS","17","51","11/5/2005","13/5/2005","Spring SEAMAP Plankton Survey","0",,
"614","2005","TX","40","52","1/6/2005","16/6/2005","Summer SEAMAP Groundfish Survey","0",,
"615","2005","AL","23","51","2/6/2005","7/6/2005","Summer SEAMAP Groundfish Survey","0",,
"616","2005","TX","32","52","2/6/2005","23/6/2005","Summer SEAMAP Groundfish Survey","0",,
"617","2005","TX","69","52","7/6/2005","7/6/2005","Summer SEAMAP Groundfish Survey","0",,
"618","2005","TX","31","52","13/6/2005","16/6/2005","Summer SEAMAP Groundfish Survey","0",,
"619","2005","US","04","265","15/6/2005","1/8/2005","Summer SEAMAP Groundfish Survey","0",,
"620","2005","MS","17","52","24/6/2005","4/7/2005","Summer SEAMAP Groundfish Survey","0",,
"621","2005","TX","65","52","28/6/2005","28/6/2005","Summer SEAMAP Groundfish Survey","0",,
"622","2005","TX","67","52","5/7/2005","5/7/2005","Summer SEAMAP Groundfish Survey","0",,
"623","2005","LA","35","51","7/7/2005","9/7/2005","Summer SEAMAP Groundfish Survey","0",,
"625","2005","LA","35","52","10/10/2005","13/10/2005","Fall SEAMAP Groundfish Survey","0",,
"626","2005","US","63","55","11/10/2005","15/11/2005","Fall SEAMAP Groundfish Survey","0",,
"627","2006","LA","35","61","20/6/2006","23/6/2006","Summer SEAMAP Groundfish Survey","0",,
"628","2005","AL","23","52","19/10/2005","19/10/2005","Fall SEAMAP Groundfish Survey","0",,
"629","2005","TX","32","53","2/11/2005","21/11/2005","Fall SEAMAP Groundfish Survey","0",,
"630","2005","TX","67","53","2/11/2005","21/11/2005","Fall SEAMAP Groundfish Survey","0",,
"631","2005","TX","40","53","3/11/2005","20/11/2005","Fall SEAMAP Groundfish Survey","0",,
"632","2005","US","04","267","6/11/2005","16/11/2005","Fall SEAMAP Groundfish Survey","0",,
"633","2005","TX","31","53","9/11/2005","22/11/2005","Fall SEAMAP Groundfish Survey","0",,
"634","2005","TX","69","53","13/11/2005","29/11/2005","Fall SEAMAP Groundfish Survey","0",,
"635","2006","US","63","62","23/4/2006","29/5/2006","Spring SEAMAP Plankton Survey","0",,
"636","2006","AL","23","61","1/6/2006","15/6/2006","Summer SEAMAP Groundfish Survey","0",,
"637","2006","TX","65","62","3/6/2006","23/6/2006","Summer SEAMAP Groundfish Survey","0",,
"638","2006","TX","69","62","5/6/2006","27/6/2006","Summer SEAMAP Groundfish Survey","0",,
"639","2006","TX","40","62","5/6/2006","23/6/2006","Summer SEAMAP Groundfish Survey","0",,
"640","2006","TX","32","62","5/6/2006","26/6/2006","Summer SEAMAP Groundfish Survey","0",,
"641","2006","TX","67","62","5/6/2006","26/6/2006","Summer SEAMAP Groundfish Survey","0",,
"642","2006","MS","17","61","6/6/2006","5/7/2006","Summer SEAMAP Groundfish Survey","0",,
"644","2006","US","63","64","31/8/2006","27/9/2006","Fall SEAMAP Plankton Survey","0",,
"645","2006","AL","23","62","5/9/2006","5/9/2006","Fall SEAMAP Plankton Survey","0",,
"649","2006","AL","23","63","25/10/2006","9/11/2006","Fall SEAMAP Groundfish Survey","0",,
"650","2006","TX","40","63","1/11/2006","17/11/2006","Fall SEAMAP Groundfish Survey","0",,
"651","2006","TX","65","63","1/11/2006","17/11/2006","Fall SEAMAP Groundfish Survey","0",,
"652","2006","TX","32","63","1/11/2006","20/11/2006","Fall SEAMAP Groundfish Survey","0",,
"653","2006","TX","69","63","1/11/2006","27/11/2006","Fall SEAMAP Groundfish Survey","0",,
"654","2006","LA","35","62","12/12/2006","15/12/2006","Winter SEAMAP Trawl Survey","0",,
"655","2007","US","63","72","18/3/2007","28/3/2007","Spring SEAMAP Plankton Survey","0",,
"656","2007","US","63","73","17/4/2007","29/5/2007","Spring SEAMAP Plankton Survey","0",,
"657","2007","AL","23","71","4/6/2007","27/6/2007","Summer SEAMAP Groundfish Survey","0",,
"658","2007","MS","17","71","5/6/2007","9/6/2007","Spring SEAMAP Plankton Survey","0",,
"661","2007","LA","35","71","26/6/2007","29/6/2007","Summer SEAMAP Groundfish Survey","0",,
"662","2007","US","63","75","29/8/2007","28/9/2007","Fall SEAMAP Plankton Survey","0",,
"663","2007","MS","17","73","28/9/2007","29/9/2007","SEAMAP Fall Plankton Survey","0",,
"664","2007","LA","35","72","8/10/2007","11/10/2007","Fall SEAMAP Groundfish Survey","0",,
"667","2007","LA","35","73","4/12/2007","7/12/2007","Winter SEAMAP Trawl Survey","0",,
"668","2008","LA","35","81","1/4/2008","4/4/2008","Spring SEAMAP Trawl Survey","0",,
"669","2008","LA","35","82","23/6/2008","26/6/2008","Summer SEAMAP Groundfish Survey","0",,
"670","2008","LA","35","84","23/9/2008","26/9/2008","Fall SEAMAP Groundfish Survey","0",,
"673","2007","TX","32","72","4/6/2007","20/6/2007","Summer SEAMAP Groundfish Survey","0",,
"674","2007","TX","32","73","1/11/2007","19/11/2007","Fall SEAMAP Groundfish Survey","0",,
"675","2007","TX","40","72","5/6/2007","21/6/2007","Summer SEAMAP Groundfish Survey","0",,
"676","2007","TX","67","72","4/6/2007","21/6/2007","Summer SEAMAP Groundfish Survey","0",,
"677","2007","TX","31","72","5/6/2007","23/6/2007","Summer SEAMAP Groundfish Survey","0",,
"678","2007","TX","69","72","5/6/2007","21/6/2007","Summer SEAMAP Groundfish Survey","0",,
"679","2007","TX","40","73","1/11/2007","28/11/2007","Fall SEAMAP Groundfish Survey","0",,
"680","2007","TX","67","73","1/11/2007","19/11/2007","Fall SEAMAP Groundfish Survey","0",,
"681","2007","TX","31","73","2/11/2007","19/11/2007","Fall SEAMAP Groundfish Survey","0",,
"682","2007","TX","69","73","8/11/2007","27/11/2007","Fall SEAMAP Groundfish Survey","0",,
"703","2008","AL","23","81","2/6/2008","16/6/2008","Summer SEAMAP Groundfish Survey","0",,
"704","2008","AL","23","82","17/9/2008","17/9/2008","Fall SEAMAP Plankton Survey","0",,
"705","2008","AL","23","83","7/11/2008","17/11/2008","Fall SEAMAP Groundfish Survey","0",,
"707","2007","AL","23","72","12/9/2007","12/9/2007","Fall SEAMAP Plankton Survey","0",,
"708","2007","AL","23","73","9/10/2007","6/11/2007","Fall SEAMAP Groundfish Survey","0",,
"709","2008","MS","17","81","20/5/2008","21/5/2008","Spring SEAMAP Plankton Survey","0",,
"710","2008","MS","17","84","27/9/2008","29/9/2008","Fall SEAMAP Plankton Survey","0",,
"711","2008","MS","17","87","19/11/2008","19/11/2008","Fall SEAMAP Groundfish Survey","0",,
"712","2008","US","63","82","20/4/2008","30/5/2008","Spring SEAMAP Plankton Survey","0",,
"713","2003","US","72","31","22/10/2003","23/11/2003","SEAMAP Trap Video Survey","0",,
"714","2009","LA","35","91","26/1/2009","29/1/2009","Winter SEAMAP Groundfish Survey","0",,
"715","2009","MS","17","91","3/3/2009","5/3/2009","Winter SEAMAP Plankton Survey","0",,
"717","2009","AL","23","91","21/1/2009","21/1/2009","Winter SEAMAP Groundfish Survey","0",,
"718","2008","TX","32","82","2/6/2008","16/6/2008","Summer SEAMAP Groundfish Survey","0",,
"719","2008","TX","32","83","3/11/2008","20/11/2008","Fall SEAMAP Groundfish Survey","0",,
"720","2008","TX","40","82","11/6/2008","17/6/2008","Summer SEAMAP Groundfish Survey","0",,
"721","2008","TX","67","82","9/6/2008","16/6/2008","Summer SEAMAP Groundfish Survey","0",,
"722","2008","TX","31","82","11/6/2008","23/6/2008","Summer SEAMAP Groundfish Survey","0",,
"723","2008","TX","69","82","2/6/2008","24/6/2008","Summer SEAMAP Groundfish Survey","0",,
"724","2008","TX","40","83","13/11/2008","17/11/2008","Fall SEAMAP Groundfish Survey","0",,
"725","2008","TX","67","83","8/11/2008","17/11/2008","Fall SEAMAP Groundfish Survey","0",,
"726","2008","TX","31","83","3/11/2008","18/11/2008","Fall SEAMAP Groundfish Survey","0",,
"727","2008","TX","69","83","8/11/2008","19/11/2008","Fall SEAMAP Groundfish Survey","0",,
"728","2004","US","55","41","22/2/2004","14/3/2004","SEAMAP Trap Video Survey","0",,
"729","2009","LA","35","92","15/3/2009","18/3/2009","Spring SEAMAP Groundfish Survey","0",,
"730","2009","AL","23","92","8/6/2009","11/6/2009","Summer SEAMAP Groundfish Survey","0",,
"733","2005","US","72","52","23/5/2005","29/7/2005","SEAMAP Trap Video Survey","0",,
"734","2005","US","04","264","20/4/2005","11/5/2005","SEAMAP Trap Video Survey","0",,
"735","2005","US","55","53","16/2/2005","25/3/2005","SEAMAP Trap Video Survey","0",,
"736","2009","LA","35","93","16/6/2009","19/6/2009","Summer SEAMAP Groundfish Survey","0",,
"737","2009","TX","69","91","12/2/2009","23/2/2009","Winter SEAMAP Groundfish Survey","0",,
"738","2009","TX","67","91","3/2/2009","23/2/2009","Winter SEAMAP Groundfish Survey","0",,
"739","2009","TX","40","91","3/2/2009","24/2/2009","Winter SEAMAP Groundfish Survey","0",,
"740","2009","TX","32","91","3/2/2009","23/2/2009","Winter SEAMAP Groundfish Survey","0",,
"741","2009","TX","31","91","12/2/2009","23/2/2009","Winter SEAMAP Groundfish Survey","0",,
"742","2006","US","04","270","16/4/2006","9/5/2006","Reef Fish Survey","0",,
"743","2006","US","72","63","25/5/2006","7/7/2006","Reef Fish Survey","0",,
"744","2006","US","72","65","27/7/2006","11/8/2006","Reef Fish Survey","0",,
"746","2007","US","04","275","22/4/2007","30/5/2007","SEAMAP Trap Video Survey","0",,
"747","2007","US","55","72","6/2/2007","9/3/2007","SEAMAP Trap Video Survey","0",,
"749","2009","LA","35","94","22/9/2009","25/9/2009","Fall SEAMAP Groundfish Survey","0",,
"750","2009","AL","23","94","28/10/2009","28/10/2009","Fall SEAMAP Groundfish Survey","0",,
"752","2009","TX","31","92","3/6/2009","24/6/2009","Summer SEAMAP Groundfish Survey","0",,
"753","2009","TX","32","92","3/6/2009","24/6/2009","Summer SEAMAP Groundfish Survey","0",,
"754","2009","TX","40","92","1/6/2009","23/6/2009","Summer SEAMAP Groundfish Survey","0",,
"755","2009","TX","67","92","1/6/2009","24/6/2009","Summer SEAMAP Groundfish Survey","0",,
"756","2009","TX","69","92","15/6/2009","23/6/2009","Summer SEAMAP Groundfish Survey","0",,
"757","2009","TX","31","93","2/11/2009","18/11/2009","Fall SEAMAP Groundfish Survey","0",,
"758","2009","TX","32","93","2/11/2009","18/11/2009","Fall SEAMAP Groundfish Survey","0",,
"759","2009","TX","40","93","2/11/2009","18/11/2009","Fall SEAMAP Groundfish Survey","0",,
"760","2009","TX","67","93","2/11/2009","17/11/2009","Fall SEAMAP Groundfish Survey","0",,
"761","2009","TX","69","93","4/11/2009","17/11/2009","Fall SEAMAP Groundfish Survey","0",,
"766","2009","US","63","94","26/8/2009","28/9/2009","Fall SEAMAP Plankton Survey","0",,
"767","2009","US","63","91","5/2/2009","14/3/2009","Winter SEAMAP Plankton Survey","0",,
"771","2009","US","63","92","3/4/2009","1/6/2009","Spring SEAMAP Plankton Survey","0",,
"782","2010","LA","35","101","25/2/2010","28/2/2010","Winter SEAMAP Groundfish Survey","0",,
"784","2008","US","55","81","2/2/2008","12/3/2008","Reef Fish Survey","0",,
"785","2008","US","72","82","12/6/2008","10/8/2008","Reef Fish Survey","0",,
"786","2008","US","63","84","5/9/2008","30/9/2008","Fall SEAMAP Plankton Survey","0",,
"788","2010","TX","31","101","14/2/2010","17/2/2010","Winter SEAMAP Groundfish Survey","0",,
"789","2010","TX","32","101","5/2/2010","16/2/2010","Winter SEAMAP Groundfish Survey","0",,
"790","2010","TX","40","101","1/2/2010","17/2/2010","Winter SEAMAP Groundfish Survey","0",,
"791","2010","TX","67","101","5/2/2010","16/2/2010","Winter SEAMAP Groundfish Survey","0",,
"792","2010","TX","69","101","1/2/2010","17/2/2010","Winter SEAMAP Groundfish Survey","0",,
"793","2010","TX","31","102","7/6/2010","21/6/2010","Summer SEAMAP Groundfish Survey","0",,
"794","2010","TX","32","102","1/6/2010","16/6/2010","Summer SEAMAP Groundfish Survey","0",,
"795","2010","TX","40","102","2/6/2010","17/6/2010","Summer SEAMAP Groundfish Survey","0",,
"796","2010","TX","67","102","1/6/2010","21/6/2010","Summer SEAMAP Groundfish Survey","0",,
"797","2010","TX","69","102","3/6/2010","21/6/2010","Summer SEAMAP Groundfish Survey","0",,
"799","2010","LA","35","102","16/4/2010","19/4/2010","Spring SEAMAP Groundfish Survey","0",,
"800","2010","LA","35","103","8/6/2010","11/6/2010","Summer SEAMAP Groundfish Survey","0",,
"801","2010","LA","35","104","22/9/2010","24/9/2010","Fall SEAMAP Groundfish Survey","0",,
"802","2009","MS","17","95","16/9/2009","17/9/2009","Fall SEAMAP Plankton Survey","0",,
"804","2011","TX","31","111","12/2/2011","23/2/2011","Winter SEAMAP Groundfish Survey","0",,
"805","2011","TX","32","111","8/2/2011","17/2/2011","Winter SEAMAP Groundfish Survey","0",,
"806","2011","TX","40","111","11/2/2011","19/2/2011","Winter SEAMAP Groundfish Survey","0",,
"807","2011","TX","67","111","8/2/2011","16/2/2011","Winter SEAMAP Groundfish Survey","1",,
"808","2011","TX","69","111","12/2/2011","23/2/2011","Winter SEAMAP Groundfish Survey","1",,
"809","2009","US","72","95","11/6/2009","1/8/2009","Reef Fish Survey","0",,
"820","2011","TX","31","112","1/6/2011","28/6/2011","Summer SEAMAP Groundfish Survey","3",,
"821","2011","TX","32","112","1/6/2011","27/6/2011","Summer SEAMAP Groundfish Survey","3",,
"822","2011","TX","40","112","2/6/2011","29/6/2011","Summer SEAMAP Groundfish Survey","3",,
"823","2011","TX","67","112","7/6/2011","23/6/2011","Summer SEAMAP Groundfish Survey","3",,
"824","2011","TX","69","112","1/6/2011","23/6/2011","Summer SEAMAP Groundfish Survey","3",,
"825","2011","TX","31","113","5/11/2011","29/11/2011","Fall SEAMAP Groundfish Survey","3",,
"826","2011","TX","32","113","1/11/2011","16/11/2011","Fall SEAMAP Groundfish Survey","3",,
"827","2011","TX","40","113","11/11/2011","16/11/2011","Fall SEAMAP Groundfish Survey","3",,
"828","2011","TX","67","113","1/11/2011","16/11/2011","Fall SEAMAP Groundfish Survey","3",,
"829","2011","TX","69","113","1/11/2011","16/11/2011","Fall SEAMAP Groundfish Survey","3",,
"830","2010","US","76","103","17/6/2010","11/7/2010","SEAMAP Reef Fish Survey","0",,
"831","2010","US","72","101","17/3/2010","2/4/2010","SEAMAP Reef Fish Survey","0",,
"832","2010","US","72","103","14/5/2010","3/6/2010","SEAMAP Reef Fish Survey","0",,
"833","2010","US","72","105","20/8/2010","5/9/2010","SEAMAP Reef Fish Survey","0",,
"834","2010","US","63","101","7/4/2010","22/5/2010","Spring SEAMAP Plankton Survey","0",,
"835","2010","US","63","104","25/8/2010","28/9/2010","Fall SEAMAP Plankton Survey","0",,
"839","2010","TX","31","103","8/11/2010","19/11/2010","Fall SEAMAP Groundfish Survey",,,
"840","2010","TX","32","103","1/11/2010","19/11/2010","Fall SEAMAP Groundfish Survey",,,
"841","2010","TX","40","103","9/11/2010","18/11/2010","Fall SEAMAP Groundfish Survey",,,
"842","2010","TX","67","103","1/11/2010","17/11/2010","Fall SEAMAP Groundfish Survey",,,
"843","2010","TX","69","103","8/11/2010","17/11/2010","Fall SEAMAP Groundfish Survey",,,
"847","2012","TX","31","122","7/6/2012","6/7/2012","Summer SEAMAP Groundfish Survey",,,
"848","2012","TX","32","122","5/6/2012","3/7/2012","Summer SEAMAP Groundfish Survey",,,
"850","2012","TX","69","122","7/6/2012","3/7/2012","Summer SEAMAP Groundfish Survey",,,
"851","2012","TX","87","122","5/6/2012","12/7/2012","Summer SEAMAP Groundfish Survey",,,
"852","2012","TX","31","123","2/11/2012","20/11/2012","Fall SEAMAP Groundfish Survey",,,
"853","2012","TX","32","123","1/11/2012","19/11/2012","Fall SEAMAP Groundfish Survey",,,
"854","2012","TX","40","123","1/11/2012","18/11/2012","Fall SEAMAP Groundfish Survey",,,
"855","2012","TX","69","123","7/11/2012","19/11/2012","Fall SEAMAP Groundfish Survey",,,
"856","2012","TX","87","123","1/11/2012","26/11/2012","Fall SEAMAP Groundfish Survey",,,
"860","2012","MS","17","1205","3/10/2012","4/10/2012","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"861","2011","MS","17","1105","21/10/2011","25/10/2011","Fall SEAMAP Groundfish Survey","0","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"862","2008","US","04","0281","13/4/2008","21/5/2008","Reef Fish Survey","0",,
"863","2008","US","04","0280","7/2/2008","15/3/2008","Winter SEAMAP Plankton Survey","0",,
"864","2005","US","72","0504","18/10/2005","27/10/2005","SEAMAP Trap Video Survey","0",,
"865","2013","FL","17","1302","8/6/2013","25/6/2013","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.2 "
"866","2011","MS","17","1104","9/9/2011","10/9/2011","Fall SEAMAP Plankton Survey","0","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"867","2012","MS","17","1201","4/5/2012","16/5/2012","Spring SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"868","2012","MS","17","1204","11/9/2012","21/9/2012","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"869","2012","AL","77","1203","9/10/2012","10/10/2012","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"870","2012","AL","77","1201","29/6/2012","30/6/2012","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"871","2012","FL","17","1203","7/6/2012","4/7/2012","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.2 "
"872","2012","MS","17","1202","29/5/2012","31/5/2012","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"873","2011","AL","77","1104","1/11/2011","12/11/2011","Fall SEAMAP Groundfish Survey","0","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"874","2011","US","04","0297","10/10/2011","6/11/2011","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"875","2011","US","04","0294","8/4/2011","25/4/2011","SEAMAP Reef Fish Survey","0",,
"876","2011","US","72","1101","9/5/2011","11/7/2011","SEAMAP Reef Fish Survey","0",,
"877","2013","AL","77","1301","3/7/2013","12/7/2013","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"878","2013","LA","88","1301","6/5/2013","9/5/2013","Spring SEAMAP Plankton Survey",,"LA-DMS V1.0(2_27_2014_1301)","GSMFC-LA import 1.1"
"879","2012","LA","88","1201","8/5/2012","11/5/2012","Spring SEAMAP Plankton Survey",,"LA-DMS V1.0(2_21_2014_121)","GSMFC-LA import 1.1"
"881","2012","LA","88","1203","10/9/2012","12/9/2012","Fall SEAMAP Plankton Survey",,"LA-DMS V1.0(2_22_2014_123)","GSMFC-LA import 1.1"
"888","2013","MS","17","1303","12/7/2013","14/7/2013","Summer SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"889","2013","MS","17","1301","21/5/2013","22/5/2013","Spring SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"890","2013","MS","17","1304","5/9/2013","6/9/2013","Fall SEAMAP Plankton Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"897","2009","AL","23","0903","2/9/2009","2/9/2009","Fall SEAMAP Plankton Survey","4",,
"898","2010","AL","77","1003","2/9/2010","2/9/2010","Fall SEAMAP Plankton Survey","4",,
"899","2011","AL","77","1103","20/9/2011","20/9/2011","Fall SEAMAP Plankton Survey","0",,
"900","2012","AL","77","1202","4/9/2012","4/9/2012","Fall SEAMAP Plankton Survey","0",,
"901","2012","US","04","0299","7/6/2012","15/7/2012","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"903","2013","AL","77","1303","22/11/2013","22/11/2013","Fall SEAMAP Groundfish Survey","0",,
"906","2013","FL","17","1305","9/10/2013","19/10/2013","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.2 "
"913","2012","US","04","0301","11/10/2012","17/11/2012","Fall SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"914","2013","US","04","0304","9/6/2013","18/7/2013","Summer SEAMAP Groundfish Survey","1","sdes54-September 2011","SDES IMPORT v3.21 "
"919","2013","LA","88","1303","13/9/2013","14/9/2013","Fall SEAMAP Plankton Survey",,"LA-DMS V1.0(Cruise_1303)","GSMFC-LA import 1.2"
"921","2011","FL","17","1103","8/6/2011","31/7/2011","Summer SEAMAP Groundfish Survey","1","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"922","2013","MS","17","1306","11/11/2013","12/11/2013","Fall SEAMAP Groundfish Survey","0","sdes54-September 2011","SDES IMPORT v3.2 "
"923","2013","TX","32","1303","10/11/2013","18/11/2013","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"924","2013","TX","67","1303","11/11/2013","18/11/2013","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"925","2013","TX","69","1303","11/11/2013","17/11/2013","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"926","2013","TX","87","1303","4/11/2013","18/11/2013","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"927","2013","TX","90","1303","11/11/2013","21/11/2013","Fall SEAMAP Groundfish Survey",,"TX ACCESS FMT","TX/INGEST V1.1"
"929","2013","LA","88","1302","8/7/2013","12/7/2013","Summer SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1302)","GSMFC-LA import 1.1"
"930","2011","LA","35","1101","20/6/2011","23/6/2011","Summer SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_111)","GSMFC-LA import 1.1"
"931","2011","LA","35","1102","3/10/2011","6/10/2011","Fall SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_112)","GSMFC-LA import 1.1"
"932","2012","LA","35","1202","5/6/2012","8/6/2012","Summer SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_122)","GSMFC-LA import 1.1"
"933","2012","LA","35","1204","30/10/2012","2/11/2012","Fall SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1204)","GSMFC-LA import 1.1"
"934","2013","LA","88","1304","28/10/2013","18/11/2013","Fall SEAMAP Groundfish Survey",,"LA-DMS V1.0(Cruise_1304)","GSMFC-LA import 1.1"
"935","2011","MS","17","1102","3/6/2011","5/6/2011","Summer SEAMAP Groundfish Survey","0","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"936","2014","LA","88","1401","1/5/2014","9/5/2014","Spring SEAMAP Plankton Survey",,"LA-DMS V1.0(Cruise_1401)","GSMFC-LA import 1.1"
"937","2011","US","04","0295","7/6/2011","17/7/2011","Summer SEAMAP Groundfish Survey","1","sdes53-Feburary 2010","SDES IMPORT v3.21 "
"938","2011","AL","77","1101","15/2/2011","15/2/2011","Winter SEAMAP Groundfish Survey","0","sdes47-08/2008","SDES IMPORT v3.2 "
"939","2010","AL","77","1004","17/10/2010","18/10/2010","Fall SEAMAP Groundfish Survey","0","sdes47-08/2008","SDES IMPORT v3.2 "
"940","2010","FL","17","1007","14/10/2010","22/10/2010","Fall SEAMAP Groundfish Survey","1","sdes53-Feburary 2010","SDES IMPORT v3.2 "
"941","2010","US","04","0292","9/10/2010","18/11/2010","Fall SEAMAP Groundfish Survey","1","sdes53-Feburary 2010","SDES IMPORT v3.21 "
"942","2010","US","04","0290","26/6/2010","2/8/2010","Summer SEAMAP Groundfish Survey","1","sdes53-Feburary 2010","SDES IMPORT v3.21 "
